Alg.,Time,Ein,Etest
Batch Gradient Descent,0.27863486025281975,98.21772639691714,98.44961240310077
Mini Batch Gradient Descent,32.580110794247304,99.8073217726397,98.64341085271317
Scipy Optimize,2.2224668743632137,99.75915221579962,98.25581395348837
